timestamp,force
1.73526,3.66453
1.75195,3.66974
1.76863,3.67491
1.78532,3.68005
1.80200,3.68516
1.81869,3.69023
1.83537,3.69527
1.85206,3.70028
1.86874,3.70525
1.88543,3.71019
1.90211,3.71509
1.91880,3.71996
1.93548,3.72479
1.95217,3.72959
1.96885,3.73435
1.98554,3.73908
2.00222,3.74377
2.01891,3.74842
2.03560,3.75304
2.05228,3.75762
2.06897,3.76216
2.08565,3.76667
2.10234,3.77114
2.11902,3.77557
2.13571,3.77996
2.15239,3.78432
2.16908,3.78863
2.18576,3.79291
2.20245,3.79715
2.21913,3.80135
2.23582,3.80551
2.25250,3.80963
2.26919,3.81372
2.28587,3.81776
2.30256,3.82176
2.31924,3.82572
2.33593,3.82965
2.35261,3.83353
2.36930,3.83737
2.38598,3.84117
2.40267,3.84493
2.41935,3.84864
2.43604,3.85232
2.45273,3.85596
2.46941,3.85955
2.48610,3.86310
2.50278,3.86661
2.51947,3.87007
2.53615,3.87350
2.55284,3.87688
2.56952,3.88022
2.58621,3.88351
2.60289,3.88676
2.61958,3.88997
2.63626,3.89314
2.65295,3.89626
2.66963,3.89934
2.68632,3.90237
2.70300,3.90536
2.71969,3.90831
2.73637,3.91121
2.75306,3.91407
2.76974,3.91688
2.78643,3.91965
2.80311,3.92237
2.81980,3.92505
2.83648,3.92768
2.85317,3.93026
2.86986,3.93281
2.88654,3.93530
2.90323,3.93775
2.91991,3.94016
2.93660,3.94252
2.95328,3.94483
2.96997,3.94709
2.98665,3.94931
3.00334,3.95149
3.02002,3.95361
3.03671,3.95570
3.05339,3.95773
3.07008,3.95972
3.08676,3.96166
3.10345,3.96355
3.12013,3.96540
3.13682,3.96720
3.15350,3.96895
3.17019,3.97065
3.18687,3.97231
3.20356,3.97392
3.22024,3.97548
3.23693,3.97699
3.25362,3.97846
3.27030,3.97988
3.28699,3.98125
3.30367,3.98257
3.32036,3.98385
3.33704,3.98508
3.35373,3.98626
3.37041,3.98739
3.38710,3.98847
3.40378,3.98950
3.42047,3.99049
3.43715,3.99143
3.45384,3.99231
3.47052,3.99316
3.48721,3.99395
3.50389,3.99469
3.52058,3.99539
3.53726,3.99603
3.55395,3.99663
3.57063,3.99718
3.58732,3.99768
3.60400,3.99813
3.62069,3.99853
3.63737,3.99889
3.65406,3.99919
3.67075,3.99945
3.68743,3.99966
3.70412,3.99982
3.72080,3.99993
3.73749,3.99999
3.75417,4.00000
3.77086,3.99996
3.78754,3.99988
3.80423,3.99974
3.82091,3.99956
3.83760,3.99933
3.85428,3.99905
3.87097,3.99872
3.88765,3.99834
3.90434,3.99791
3.92102,3.99744
3.93771,3.99691
3.95439,3.99634
3.97108,3.99572
3.98776,3.99504
4.00445,3.99433
4.02113,3.99356
4.03782,3.99274
4.05451,3.99188
4.07119,3.99096
4.08788,3.99000
4.10456,3.98899
4.12125,3.98793
4.13793,3.98683
4.15462,3.98567
4.17130,3.98447
4.18799,3.98322
4.20467,3.98192
4.22136,3.98057
4.23804,3.97918
4.25473,3.97773
4.27141,3.97624
4.28810,3.97471
4.30478,3.97312
4.32147,3.97149
4.33815,3.96981
4.35484,3.96808
4.37152,3.96630
4.38821,3.96448
4.40489,3.96261
4.42158,3.96069
4.43826,3.95873
4.45495,3.95672
4.47164,3.95466
4.48832,3.95256
4.50501,3.95041
4.52169,3.94821
4.53838,3.94597
4.55506,3.94368
4.57175,3.94134
4.58843,3.93896
4.60512,3.93653
4.62180,3.93406
4.63849,3.93154
4.65517,3.92898
4.67186,3.92637
4.68854,3.92371
4.70523,3.92101
4.72191,3.91827
4.73860,3.91548
4.75528,3.91264
4.77197,3.90976
4.78865,3.90684
4.80534,3.90387
4.82202,3.90086
4.83871,3.89780
4.85539,3.89470
4.87208,3.89156
4.88877,3.88837
4.90545,3.88514
4.92214,3.88187
4.93882,3.87855
4.95551,3.87519
4.97219,3.87179
4.98888,3.86835
5.00556,3.86486
5.02225,3.86133
5.03893,3.85776
5.05562,3.85414
5.07230,3.85049
5.08899,3.84679
5.10567,3.84305
5.12236,3.83927
5.13904,3.83545
5.15573,3.83159
5.17241,3.82769
5.18910,3.82375
5.20578,3.81976
5.22247,3.81574
5.23915,3.81168
5.25584,3.80758
5.27253,3.80344
5.28921,3.79925
5.30590,3.79503
5.32258,3.79078
5.33927,3.78648
5.35595,3.78214
5.37264,3.77777
5.38932,3.77336
5.40601,3.76891
5.42269,3.76442
5.43938,3.75990
5.45606,3.75533
5.47275,3.75073
5.48943,3.74610
5.50612,3.74143
5.52280,3.73672
5.53949,3.73198
5.55617,3.72720
5.57286,3.72238
5.58954,3.71753
5.60623,3.71264
5.62291,3.70772
5.63960,3.70277
5.65628,3.69778
5.67297,3.69276
5.68966,3.68770
5.70634,3.68261
5.72303,3.67748
5.73971,3.67233
5.75640,3.66714
5.77308,3.66191
5.78977,3.65666
5.80645,3.65137
5.82314,3.64605
5.83982,3.64070
5.85651,3.63532
5.87319,3.62991
5.88988,3.62447
5.90656,3.61899
5.92325,3.61349
5.93993,3.60795
5.95662,3.60239
5.97330,3.59680
5.98999,3.59117
6.00667,3.58552
6.02336,3.57984
6.04004,3.57413
6.05673,3.56840
6.07341,3.56263
6.09010,3.55684
6.10679,3.55102
6.12347,3.54518
6.14016,3.53930
6.15684,3.53341
6.17353,3.52748
6.19021,3.52153
6.20690,3.51555
6.22358,3.50955
6.24027,3.50353
6.25695,3.49748
6.27364,3.49140
6.29032,3.48530
6.30701,3.47918
6.32369,3.47303
6.34038,3.46686
6.35706,3.46067
6.37375,3.45446
6.39043,3.44822
6.40712,3.44196
6.42380,3.43568
6.44049,3.42938
6.45717,3.42306
6.47386,3.41671
6.49055,3.41035
6.50723,3.40397
6.52392,3.39756
6.54060,3.39114
6.55729,3.38470
6.57397,3.37824
6.59066,3.37176
6.60734,3.36526
6.62403,3.35875
6.64071,3.35222
6.65740,3.34567
6.67408,3.33910
6.69077,3.33252
6.70745,3.32592
6.72414,3.31930
6.74082,3.31267
6.75751,3.30602
6.77419,3.29936
6.79088,3.29269
6.80756,3.28600
6.82425,3.27929
6.84093,3.27258
6.85762,3.26584
6.87430,3.25910
6.89099,3.25234
6.90768,3.24557
6.92436,3.23879
6.94105,3.23200
6.95773,3.22520
6.97442,3.21838
6.99110,3.21156
7.00779,3.20472
7.02447,3.19787
7.04116,3.19102
7.05784,3.18415
7.07453,3.17728
7.09121,3.17040
7.10790,3.16351
7.12458,3.15661
7.14127,3.14970
7.15795,3.14279
7.17464,3.13587
7.19132,3.12894
7.20801,3.12200
7.22469,3.11506
7.24138,3.10812
7.25806,3.10117
7.27475,3.09421
7.29143,3.08725
7.30812,3.08029
7.32481,3.07332
7.34149,3.06635
7.35818,3.05937
7.37486,3.05239
7.39155,3.04541
7.40823,3.03843
7.42492,3.03145
7.44160,3.02446
7.45829,3.01747
7.47497,3.01048
7.49166,3.00349
7.50834,2.99651
7.52503,2.98952
7.54171,2.98253
7.55840,2.97554
7.57508,2.96855
7.59177,2.96157
7.60845,2.95459
7.62514,2.94761
7.64182,2.94063
7.65851,2.93365
7.67519,2.92668
7.69188,2.91971
7.70857,2.91275
7.72525,2.90579
7.74194,2.89883
7.75862,2.89188
7.77531,2.88494
7.79199,2.87800
7.80868,2.87106
7.82536,2.86413
7.84205,2.85721
7.85873,2.85030
7.87542,2.84339
7.89210,2.83649
7.90879,2.82960
7.92547,2.82272
7.94216,2.81585
7.95884,2.80898
7.97553,2.80213
7.99221,2.79528
8.00890,2.78844
8.02558,2.78162
8.04227,2.77480
8.05895,2.76800
8.07564,2.76121
8.09232,2.75443
8.10901,2.74766
8.12570,2.74090
8.14238,2.73416
8.15907,2.72742
8.17575,2.72071
8.19244,2.71400
8.20912,2.70731
8.22581,2.70064
8.24249,2.69398
8.25918,2.68733
8.27586,2.68070
8.29255,2.67408
8.30923,2.66748
8.32592,2.66090
8.34260,2.65433
8.35929,2.64778
8.37597,2.64125
8.39266,2.63474
8.40934,2.62824
8.42603,2.62176
8.44271,2.61530
8.45940,2.60886
8.47608,2.60244
8.49277,2.59603
8.50945,2.58965
8.52614,2.58329
8.54283,2.57694
8.55951,2.57062
8.57620,2.56432
8.59288,2.55804
8.60957,2.55178
8.62625,2.54554
8.64294,2.53933
8.65962,2.53314
8.67631,2.52697
8.69299,2.52082
8.70968,2.51470
8.72636,2.50860
8.74305,2.50252
8.75973,2.49647
8.77642,2.49045
8.79310,2.48445
8.80979,2.47847
8.82647,2.47252
8.84316,2.46659
8.85984,2.46070
8.87653,2.45482
8.89321,2.44898
8.90990,2.44316
8.92659,2.43737
8.94327,2.43160
8.95996,2.42587
8.97664,2.42016
8.99333,2.41448
9.01001,2.40883
9.02670,2.40320
9.04338,2.39761
9.06007,2.39205
9.07675,2.38651
9.09344,2.38101
9.11012,2.37553
9.12681,2.37009
9.14349,2.36468
9.16018,2.35930
9.17686,2.35395
9.19355,2.34863
9.21023,2.34334
9.22692,2.33809
9.24360,2.33286
9.26029,2.32767
9.27697,2.32252
9.29366,2.31739
9.31034,2.31230
9.32703,2.30724
9.34372,2.30222
9.36040,2.29723
9.37709,2.29228
9.39377,2.28736
9.41046,2.28247
9.42714,2.27762
9.44383,2.27280
9.46051,2.26802
9.47720,2.26328
9.49388,2.25857
9.51057,2.25390
9.52725,2.24927
9.54394,2.24467
9.56062,2.24010
9.57731,2.23558
9.59399,2.23109
9.61068,2.22664
9.62736,2.22223
9.64405,2.21786
9.66073,2.21352
9.67742,2.20922
9.69410,2.20497
9.71079,2.20075
9.72747,2.19656
9.74416,2.19242
9.76085,2.18832
9.77753,2.18426
9.79422,2.18024
9.81090,2.17625
9.82759,2.17231
9.84427,2.16841
9.86096,2.16455
9.87764,2.16073
9.89433,2.15695
9.91101,2.15321
9.92770,2.14951
9.94438,2.14586
9.96107,2.14224
9.97775,2.13867
9.99444,2.13514
10.01112,2.13165
10.02781,2.12821
10.04449,2.12481
10.06118,2.12145
10.07786,2.11813
10.09455,2.11486
10.11123,2.11163
10.12792,2.10844
10.14461,2.10530
10.16129,2.10220
10.17798,2.09914
10.19466,2.09613
10.21135,2.09316
10.22803,2.09024
10.24472,2.08736
10.26140,2.08452
10.27809,2.08173
10.29477,2.07899
10.31146,2.07629
10.32814,2.07363
10.34483,2.07102
10.36151,2.06846
10.37820,2.06594
10.39488,2.06347
10.41157,2.06104
10.42825,2.05866
10.44494,2.05632
10.46162,2.05403
10.47831,2.05179
10.49499,2.04959
10.51168,2.04744
10.52836,2.04534
10.54505,2.04328
10.56174,2.04127
10.57842,2.03931
10.59511,2.03739
10.61179,2.03552
10.62848,2.03370
10.64516,2.03192
10.66185,2.03019
10.67853,2.02851
10.69522,2.02688
10.71190,2.02529
10.72859,2.02376
10.74527,2.02227
10.76196,2.02082
10.77864,2.01943
10.79533,2.01808
10.81201,2.01678
10.82870,2.01553
10.84538,2.01433
10.86207,2.01317
10.87875,2.01207
10.89544,2.01101
10.91212,2.01000
10.92881,2.00904
10.94549,2.00812
10.96218,2.00726
10.97887,2.00644
10.99555,2.00567
11.01224,2.00496
11.02892,2.00428
11.04561,2.00366
11.06229,2.00309
11.07898,2.00256
11.09566,2.00209
11.11235,2.00166
11.12903,2.00128
11.14572,2.00095
11.16240,2.00067
11.17909,2.00044
11.19577,2.00026
11.21246,2.00012
11.22914,2.00004
11.24583,2.00000
11.26251,2.00001
11.27920,2.00007
11.29588,2.00018
11.31257,2.00034
11.32925,2.00055
11.34594,2.00081
11.36263,2.00111
11.37931,2.00147
11.39600,2.00187
11.41268,2.00232
11.42937,2.00282
11.44605,2.00337
11.46274,2.00397
11.47942,2.00461
11.49611,2.00531
11.51279,2.00605
11.52948,2.00684
11.54616,2.00769
11.56285,2.00857
11.57953,2.00951
11.59622,2.01050
11.61290,2.01153
11.62959,2.01261
11.64627,2.01374
11.66296,2.01492
11.67964,2.01615
11.69633,2.01743
11.71301,2.01875
11.72970,2.02012
11.74638,2.02154
11.76307,2.02301
11.77976,2.02452
11.79644,2.02608
11.81313,2.02769
11.82981,2.02935
11.84650,2.03105
11.86318,2.03280
11.87987,2.03460
11.89655,2.03645
11.91324,2.03834
11.92992,2.04028
11.94661,2.04227
11.96329,2.04430
11.97998,2.04639
11.99666,2.04851
12.01335,2.05069
12.03003,2.05291
12.04672,2.05517
12.06340,2.05748
12.08009,2.05984
12.09677,2.06225
12.11346,2.06470
12.13014,2.06719
12.14683,2.06974
12.16352,2.07232
12.18020,2.07495
12.19689,2.07763
12.21357,2.08035
12.23026,2.08312
12.24694,2.08593
12.26363,2.08879
12.28031,2.09169
12.29700,2.09464
12.31368,2.09763
12.33037,2.10066
12.34705,2.10374
12.36374,2.10686
12.38042,2.11003
12.39711,2.11324
12.41379,2.11649
12.43048,2.11978
12.44716,2.12312
12.46385,2.12650
12.48053,2.12993
12.49722,2.13339
12.51390,2.13690
12.53059,2.14045
12.54727,2.14404
12.56396,2.14768
12.58065,2.15136
12.59733,2.15507
12.61402,2.15883
12.63070,2.16263
12.64739,2.16647
12.66407,2.17035
12.68076,2.17428
12.69744,2.17824
12.71413,2.18224
12.73081,2.18628
12.74750,2.19037
12.76418,2.19449
12.78087,2.19865
12.79755,2.20285
12.81424,2.20709
12.83092,2.21137
12.84761,2.21568
12.86429,2.22004
12.88098,2.22443
12.89766,2.22886
12.91435,2.23333
12.93103,2.23784
12.94772,2.24238
12.96440,2.24696
12.98109,2.25158
12.99778,2.25623
13.01446,2.26092
13.03115,2.26565
13.04783,2.27041
13.06452,2.27521
13.08120,2.28004
13.09789,2.28491
13.11457,2.28981
13.13126,2.29475
13.14794,2.29972
13.16463,2.30473
13.18131,2.30977
13.19800,2.31484
13.21468,2.31995
13.23137,2.32509
13.24805,2.33026
13.26474,2.33547
13.28142,2.34071
13.29811,2.34598
13.31479,2.35128
13.33148,2.35662
13.34816,2.36198
13.36485,2.36738
13.38154,2.37281
13.39822,2.37827
13.41491,2.38376
13.43159,2.38928
13.44828,2.39483
13.46496,2.40040
13.48165,2.40601
13.49833,2.41165
13.51502,2.41732
13.53170,2.42301
13.54839,2.42873
13.56507,2.43448
13.58176,2.44026
13.59844,2.44607
13.61513,2.45190
13.63181,2.45776
13.64850,2.46364
13.66518,2.46955
13.68187,2.47549
13.69855,2.48145
13.71524,2.48744
13.73192,2.49346
13.74861,2.49950
13.76529,2.50556
13.78198,2.51165
13.79867,2.51776
13.81535,2.52389
13.83204,2.53005
13.84872,2.53623
13.86541,2.54243
13.88209,2.54866
13.89878,2.55491
13.91546,2.56118
13.93215,2.56747
13.94883,2.57378
13.96552,2.58011
13.98220,2.58646
13.99889,2.59284
14.01557,2.59923
14.03226,2.60564
14.04894,2.61208
14.06563,2.61853
14.08231,2.62500
14.09900,2.63149
14.11568,2.63799
14.13237,2.64452
14.14905,2.65106
14.16574,2.65762
14.18242,2.66419
14.19911,2.67078
14.21580,2.67739
14.23248,2.68401
14.24917,2.69065
14.26585,2.69730
14.28254,2.70397
14.29922,2.71066
14.31591,2.71735
14.33259,2.72406
14.34928,2.73079
14.36596,2.73753
14.38265,2.74428
14.39933,2.75104
14.41602,2.75781
14.43270,2.76460
14.44939,2.77140
14.46607,2.77821
14.48276,2.78503
14.49944,2.79186
14.51613,2.79870
14.53281,2.80555
14.54950,2.81241
14.56618,2.81928
14.58287,2.82616
14.59956,2.83305
14.61624,2.83994
14.63293,2.84685
14.64961,2.85376
14.66630,2.86067
14.68298,2.86760
14.69967,2.87453
14.71635,2.88146
14.73304,2.88841
14.74972,2.89536
14.76641,2.90231
14.78309,2.90927
14.79978,2.91623
14.81646,2.92320
14.83315,2.93017
14.84983,2.93714
14.86652,2.94412
14.88320,2.95110
14.89989,2.95808
14.91657,2.96506
14.93326,2.97205
14.94994,2.97903
14.96663,2.98602
14.98331,2.99301
15.00000,3.00000
